State,Location Code,Education,Gender,Coverage,EmploymentStatus,Marital Status,Renew Offer Type,Vehicle Class,Vehicle Size,Policy,Policy Type,Sales Channel,Months Since Last Claim,Months Since Policy Inception,Income,Total Claim Amount,Monthly Premium Auto,Number of Open Complaints,Number of Policies,Customer Lifetime Value,Response
Arizona,Suburban,College,M,Basic,Employed,Married,Offer2,Two-Door Car,Small,Special L2,Special Auto,Call Center,10,98,28441,686.020135,73,0,2,8595.146838,No
Oregon,Urban,Bachelor,M,Basic,Employed,Married,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,9,92,91212,270.311239,69,0,6,5532.753182,No
Arizona,Urban,Bachelor,F,Basic,Employed,Married,Offer1,SUV,Medsize,Corporate L2,Corporate Auto,Agent,10,10,66325,497.719213,117,0,5,9371.773682,No
Oregon,Urban,Doctor,F,Premium,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,25,27,67895,403.937672,101,4,1,3975.321516,No
Arizona,Rural,Master,F,Premium,Employed,Single,Offer1,Two-Door Car,Medsize,Corporate L3,Corporate Auto,Web,16,70,29550,118.750512,114,1,1,4456.016549,No
Arizona,Suburban,College,M,Extended,Disabled,Single,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,10,8,10275,465.6,97,0,1,3495.891476,No
Nevada,Suburban,College,M,Premium,Employed,Divorced,Offer2,Four-Door Car,Large,Personal L3,Personal Auto,Call Center,7,70,61725,508.8,106,0,6,8512.13221,No
California,Suburban,College,M,Basic,Retired,Single,Offer1,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,15,26,28215,468,65,0,3,4650.063763,Yes
Arizona,Rural,College,F,Extended,Medical Leave,Divorced,Offer1,SUV,Medsize,Corporate L2,Corporate Auto,Branch,20,10,10563,109.814874,121,0,2,13523.12989,No
California,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer1,Two-Door Car,Small,Personal L1,Personal Auto,Branch,10,97,0,722.432062,62,0,3,4422.409799,No
California,Suburban,College,M,Basic,Employed,Single,Offer4,Four-Door Car,Small,Personal L3,Personal Auto,Call Center,6,48,99722,292.8,61,0,2,7320.98824,No
Washington,Suburban,Master,M,Extended,Retired,Married,Offer3,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Web,13,55,16224,498.452698,93,0,9,7031.463693,No
Washington,Urban,Bachelor,F,Basic,Employed,Married,Offer1,Two-Door Car,Medsize,Personal L3,Personal Auto,Agent,24,92,72096,252.330905,64,0,5,5123.484988,No
Nevada,Suburban,Bachelor,M,Basic,Employed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Branch,9,43,63800,542.4,113,0,4,9050.756606,No
Arizona,Suburban,High School or Below,M,Premium,Employed,Divorced,Offer1,Luxury SUV,Medsize,Personal L2,Personal Auto,Agent,33,91,55687,1324.8,276,0,1,10963.95723,Yes
California,Suburban,High School or Below,M,Extended,Unemployed,Divorced,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,6,49,0,640.8,89,1,3,6039.020697,No
California,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer1,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,8,91,0,351.85681,61,0,1,2108.493744,No
California,Rural,College,M,Extended,Employed,Single,Offer4,Two-Door Car,Medsize,Personal L1,Personal Auto,Call Center,2,70,29598,150.926696,87,0,2,9875.092794,No
California,Rural,Bachelor,M,Basic,Employed,Married,Offer4,Luxury SUV,Medsize,Personal L2,Personal Auto,Call Center,13,86,22907,49.18776,180,2,1,6928.601611,No
Oregon,Suburban,Bachelor,M,Basic,Employed,Divorced,Offer1,Luxury SUV,Medsize,Corporate L3,Corporate Auto,Web,35,39,22697,892.8,186,1,8,14318.44839,No
California,Rural,Bachelor,M,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,18,80,70174,128.90032,64,0,7,5107.071054,No
California,Suburban,High School or Below,F,Basic,Employed,Married,Offer4,SUV,Medsize,Corporate L1,Corporate Auto,Call Center,7,4,85378,513.6,107,0,2,17223.89108,No
Nevada,Rural,High School or Below,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Special L2,Special Auto,Branch,22,77,31477,146.950756,94,0,3,7516.831717,No
Nevada,Rural,College,M,Extended,Employed,Married,Offer2,Sports Car,Medsize,Personal L3,Personal Auto,Agent,35,93,66429,57.712985,136,0,1,5389.499465,Yes
California,Suburban,High School or Below,M,Extended,Unemployed,Single,Offer4,Four-Door Car,Small,Personal L3,Personal Auto,Branch,15,55,0,900.242038,90,0,3,6275.155361,No
Nevada,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer3,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,29,32,0,655.489027,65,0,3,4722.237214,No
Oregon,Rural,Bachelor,F,Premium,Unemployed,Married,Offer2,SUV,Small,Corporate L3,Corporate Auto,Branch,23,6,0,141.460349,172,0,1,6282.317743,No
California,Urban,Bachelor,M,Basic,Employed,Married,Offer2,SUV,Large,Personal L1,Personal Auto,Branch,35,3,74217,418.005524,100,0,6,7986.191274,No
Nevada,Rural,High School or Below,M,Extended,Employed,Divorced,Offer1,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Agent,11,82,46298,128.292466,88,3,4,6503.219978,No
Oregon,Suburban,College,F,Extended,Unemployed,Single,Offer2,SUV,Medsize,Personal L1,Personal Auto,Agent,0,86,0,648,135,0,1,4881.753428,No
Washington,Rural,High School or Below,F,Basic,Employed,Single,Offer2,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,15,58,43860,156.124914,65,0,1,2514.59196,Yes
Arizona,Suburban,College,F,Basic,Unemployed,Married,Offer1,Four-Door Car,Small,Personal L1,Personal Auto,Web,11,5,0,331.2,69,0,2,7955.442668,No
Arizona,Suburban,College,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,7,52,48029,292.8,61,0,9,4809.21696,No
Washington,Urban,College,F,Extended,Employed,Single,Offer1,SUV,Medsize,Personal L2,Personal Auto,Agent,18,5,86830,480.533246,123,0,3,9696.548818,No
Arizona,Suburban,College,F,Extended,Unemployed,Married,Offer1,Two-Door Car,Medsize,Personal L3,Personal Auto,Agent,29,21,0,509.100577,77,0,2,8709.321889,No
Nevada,Rural,High School or Below,F,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,30,96,40706,166.123172,71,0,1,2858.452328,No
California,Urban,High School or Below,F,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,19,7,69231,193.243084,65,0,9,5233.949019,No
Arizona,Suburban,College,F,Extended,Unemployed,Single,Offer3,SUV,Medsize,Personal L2,Personal Auto,Branch,13,33,0,950.4,132,0,2,13494.76017,No
Oregon,Suburban,College,M,Premium,Unemployed,Single,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Branch,5,87,0,756,105,0,3,6870.607058,No
Arizona,Urban,High School or Below,F,Basic,Medical Leave,Married,Offer1,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,8,36,16171,311.004168,74,0,4,5652.72374,No
Arizona,Suburban,College,M,Basic,Employed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,20,61,51397,292.8,61,0,1,2345.262087,No
Oregon,Urban,Bachelor,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,3,66,83879,212.148485,69,0,2,19688.31898,No
California,Suburban,College,F,Extended,Employed,Single,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,22,31,63267,530.340202,92,0,8,7247.206475,No
Nevada,Suburban,College,M,Extended,Employed,Single,Offer1,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,19,14,44712,537.78416,82,2,8,6085.304178,No
California,Rural,Doctor,M,Basic,Employed,Divorced,Offer1,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Web,8,38,59311,14.812808,69,0,9,5480.070226,No
Arizona,Suburban,Bachelor,M,Extended,Employed,Divorced,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,23,76,81957,433.426544,86,0,4,6876.309925,No
Arizona,Suburban,Doctor,M,Basic,Employed,Married,Offer4,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,28,2,59601,321.6,67,0,6,5368.887709,No
Oregon,Suburban,High School or Below,M,Premium,Employed,Married,Offer1,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Branch,26,15,71034,494.4,103,0,3,8283.066678,No
Washington,Suburban,Bachelor,M,Basic,Disabled,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,21,32,13103,458.003651,72,0,7,5384.671725,No
Oregon,Suburban,College,M,Extended,Medical Leave,Married,Offer2,Four-Door Car,Small,Personal L2,Personal Auto,Branch,19,96,20978,1176.2788,98,1,1,3508.569533,Yes
California,Suburban,Bachelor,F,Extended,Employed,Divorced,Offer1,Luxury SUV,Medsize,Personal L1,Personal Auto,Agent,4,21,46503,1032,215,1,1,8427.172486,Yes
California,Urban,College,M,Basic,Employed,Married,Offer3,SUV,Medsize,Personal L3,Personal Auto,Branch,32,77,61064,539.774172,113,0,1,4553.809528,No
Oregon,Suburban,College,F,Premium,Disabled,Married,Offer3,Two-Door Car,Medsize,Personal L1,Personal Auto,Call Center,0,35,17572,639.769748,110,0,1,4318.433036,No
Oregon,Rural,Master,M,Basic,Employed,Married,Offer1,SUV,Medsize,Corporate L2,Corporate Auto,Branch,2,64,99823,250.183388,116,0,2,14091.19449,No
Nevada,Suburban,College,F,Basic,Disabled,Married,Offer1,SUV,Small,Personal L2,Personal Auto,Branch,12,70,17453,566.4,118,1,9,8693.631249,No
Oregon,Rural,College,M,Premium,Employed,Married,Offer2,SUV,Large,Personal L2,Personal Auto,Branch,19,63,55663,194.739777,166,0,1,6661.181553,No
Washington,Rural,Master,M,Basic,Employed,Married,Offer2,Four-Door Car,Large,Personal L2,Personal Auto,Web,0,93,73196,85.809817,66,1,1,2654.380994,No
Oregon,Urban,High School or Below,F,Basic,Employed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,6,62,58577,303.872752,110,0,1,4428.031583,Yes
Nevada,Urban,High School or Below,F,Basic,Employed,Married,Offer4,Four-Door Car,Medsize,Personal L1,Personal Auto,Call Center,11,37,88055,337.727542,71,0,6,5738.277584,No
California,Suburban,Bachelor,M,Extended,Unemployed,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,17,96,0,384,80,0,5,5815.049178,No
California,Suburban,High School or Below,M,Basic,Employed,Married,Offer3,SUV,Medsize,Personal L3,Personal Auto,Branch,15,76,80892,528,110,0,1,4425.905071,No
Arizona,Rural,Master,F,Basic,Employed,Single,Offer2,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Web,23,73,34990,42.689135,65,0,1,2574.020376,Yes
California,Suburban,College,M,Basic,Employed,Married,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Branch,4,17,37124,430.518791,72,0,1,2832.513487,No
California,Suburban,High School or Below,F,Basic,Employed,Single,Offer1,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,3,45,22236,409.425049,62,0,4,4876.315707,No
Washington,Suburban,Master,F,Basic,Employed,Married,Offer2,Four-Door Car,Small,Personal L1,Personal Auto,Agent,5,80,97131,307.2,64,0,6,5181.620895,Yes
Oregon,Suburban,College,F,Basic,Employed,Married,Offer4,Four-Door Car,Medsize,Special L3,Special Auto,Branch,19,19,67760,465.278453,74,0,3,5947.215835,No
Arizona,Rural,Bachelor,F,Basic,Unemployed,Married,Offer4,Four-Door Car,Medsize,Personal L3,Personal Auto,Web,13,74,0,97.691104,69,0,1,2563.863345,No
Nevada,Suburban,College,M,Basic,Unemployed,Married,Offer3,Two-Door Car,Medsize,Personal L2,Personal Auto,Branch,6,44,0,307.649586,62,1,2,15144.40954,No
California,Suburban,High School or Below,M,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Branch,0,92,37473,336,70,0,3,5558.304507,No
Washington,Suburban,High School or Below,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,17,77,32314,326.4,68,0,2,8109.364607,No
Arizona,Urban,College,M,Premium,Employed,Married,Offer1,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,0,82,49214,371.322406,102,3,2,15638.57599,No
Oregon,Suburban,High School or Below,F,Basic,Employed,Divorced,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Branch,27,85,49851,331.2,69,1,2,8334.317162,No
Washington,Suburban,High School or Below,M,Extended,Disabled,Married,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,32,4,27951,436.8,91,0,2,10418.31143,No
Nevada,Suburban,Bachelor,F,Extended,Unemployed,Divorced,Offer1,Two-Door Car,Large,Corporate L3,Corporate Auto,Call Center,13,20,0,456,95,0,5,6846.150323,Yes
Arizona,Urban,Master,F,Basic,Employed,Married,Offer1,SUV,Medsize,Personal L2,Personal Auto,Agent,13,73,56410,523.99823,117,0,3,9403.875138,No
Arizona,Suburban,Bachelor,F,Extended,Employed,Married,Offer1,Luxury Car,Medsize,Special L1,Special Auto,Branch,15,71,22497,1017.6,212,0,7,16985.49688,No
Arizona,Suburban,College,F,Basic,Employed,Married,Offer4,SUV,Medsize,Personal L2,Personal Auto,Branch,27,66,61347,604.237801,106,0,2,21101.21422,No
Nevada,Suburban,Bachelor,F,Basic,Employed,Divorced,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,26,51,37803,355.2,74,0,1,2914.955295,No
Nevada,Suburban,Master,F,Basic,Employed,Married,Offer1,SUV,Large,Personal L3,Personal Auto,Call Center,14,4,91276,504,105,0,4,8593.866533,No
Oregon,Urban,College,M,Extended,Employed,Married,Offer3,Two-Door Car,Medsize,Personal L1,Personal Auto,Call Center,10,43,30816,237.57033,87,0,4,6861.745956,No
Oregon,Urban,College,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,11,96,41968,183.207703,67,0,1,2680.900678,No
Arizona,Urban,Master,M,Basic,Employed,Married,Offer3,Luxury Car,Medsize,Personal L3,Personal Auto,Agent,21,54,35754,612.973779,199,0,3,15797.98978,No
California,Suburban,Master,F,Basic,Employed,Married,Offer4,Four-Door Car,Small,Personal L2,Personal Auto,Agent,4,45,36706,435.606086,71,0,1,2863.312165,No
Washington,Suburban,High School or Below,M,Extended,Employed,Married,Offer1,Luxury Car,Medsize,Personal L1,Personal Auto,Branch,12,86,48258,1195.2,249,0,2,30061.69259,No
Arizona,Rural,Master,M,Extended,Employed,Married,Offer4,SUV,Medsize,Personal L3,Personal Auto,Agent,6,77,52965,83.815183,134,3,4,10682.7619,No
Oregon,Suburban,Bachelor,M,Extended,Unemployed,Single,Offer4,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,25,44,0,604.8,84,0,1,2746.90319,No
Oregon,Suburban,Bachelor,F,Basic,Unemployed,Married,Offer1,Four-Door Car,Small,Personal L2,Personal Auto,Agent,8,5,0,455.644704,65,0,1,2388.949198,No
Oregon,Rural,High School or Below,M,Basic,Employed,Single,Offer3,SUV,Medsize,Personal L2,Personal Auto,Call Center,10,89,62634,122.017931,116,0,2,13776.74135,No
Oregon,Rural,Bachelor,F,Basic,Employed,Married,Offer4,Four-Door Car,Medsize,Special L3,Special Auto,Web,24,2,96917,71.942176,61,0,2,17263.64048,No
Arizona,Suburban,High School or Below,F,Premium,Employed,Married,Offer2,Two-Door Car,Small,Personal L3,Personal Auto,Call Center,15,80,76157,556.8,116,0,1,4669.22664,Yes
California,Suburban,College,F,Basic,Employed,Married,Offer1,SUV,Medsize,Corporate L3,Corporate Auto,Call Center,24,36,53219,561.6,117,0,1,4673.196379,No
Arizona,Urban,College,F,Premium,Employed,Divorced,Offer1,Two-Door Car,Large,Personal L3,Personal Auto,Branch,1,29,81412,344.294164,109,0,1,4347.591949,No
California,Urban,College,F,Basic,Employed,Married,Offer1,SUV,Small,Personal L2,Personal Auto,Agent,1,79,59744,476.486416,105,0,2,33873.18123,No
California,Suburban,College,F,Basic,Employed,Divorced,Offer1,SUV,Small,Corporate L2,Corporate Auto,Agent,26,68,38898,561.6,117,0,3,9100.787395,No
California,Rural,High School or Below,M,Extended,Unemployed,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,19,98,0,17.938979,94,2,4,6358.251692,No
Oregon,Suburban,College,F,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,6,54,99961,316.8,66,2,1,2628.468543,No
Oregon,Rural,High School or Below,M,Extended,Employed,Married,Offer3,Two-Door Car,Medsize,Personal L1,Personal Auto,Web,7,53,30886,103.424766,91,0,4,7193.101159,No
Washington,Rural,Master,F,Extended,Employed,Married,Offer2,SUV,Medsize,Personal L3,Personal Auto,Call Center,7,68,35984,275.577631,128,3,1,5039.869278,No
Nevada,Urban,College,F,Extended,Unemployed,Married,Offer3,SUV,Small,Personal L3,Personal Auto,Branch,27,97,0,539.5622,125,4,1,3962.825542,No
California,Suburban,High School or Below,M,Basic,Unemployed,Single,Offer1,Luxury Car,Small,Personal L3,Personal Auto,Web,13,16,0,1303.2,181,0,1,6425.709981,No
Oregon,Suburban,Master,M,Extended,Unemployed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Branch,4,35,0,667.2,139,0,2,15672.69696,No
Arizona,Urban,Master,M,Extended,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,3,72,60244,326.281835,83,3,1,3237.996209,Yes
California,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,8,61,0,518.4,72,0,2,12992.27561,No
California,Suburban,College,F,Basic,Employed,Single,Offer3,Luxury Car,Small,Personal L3,Personal Auto,Agent,34,7,37553,897.6,187,0,2,22217.96796,No
Nevada,Suburban,College,M,Basic,Unemployed,Single,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,24,47,0,525.6,73,0,3,4931.258363,No
Oregon,Suburban,College,M,Premium,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,9,18,60475,513.6,107,0,1,4330.38602,Yes
Arizona,Suburban,Doctor,M,Basic,Unemployed,Married,Offer3,SUV,Medsize,Personal L3,Personal Auto,Web,3,59,0,672.91665,111,0,9,8296.176276,No
California,Suburban,College,M,Extended,Unemployed,Single,Offer3,SUV,Medsize,Personal L3,Personal Auto,Web,7,61,0,979.2,136,2,3,8334.359986,No
California,Suburban,Master,M,Basic,Medical Leave,Married,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,19,49,25545,331.2,69,0,9,5348.071007,No
Arizona,Suburban,Master,M,Basic,Retired,Divorced,Offer4,Four-Door Car,Large,Personal L3,Personal Auto,Web,12,32,24182,316.8,66,0,1,2398.740007,No
Oregon,Rural,High School or Below,F,Extended,Employed,Divorced,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,32,27,80979,25.961213,84,2,3,6622.05254,No
Arizona,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer2,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,8,20,0,446.4,62,0,7,4155.946211,No
Arizona,Rural,High School or Below,F,Basic,Unemployed,Married,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,20,3,0,47.502366,74,0,2,8430.059143,No
Oregon,Suburban,Bachelor,M,Basic,Employed,Married,Offer4,Two-Door Car,Small,Personal L3,Personal Auto,Agent,27,30,29250,308.240792,64,0,1,2545.518369,No
California,Urban,Master,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,25,56,33566,205.043307,63,1,4,5004.583872,No
Washington,Suburban,College,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,14,55,65247,381.238176,72,0,1,2899.702858,No
California,Suburban,High School or Below,M,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Branch,18,8,39650,922.335972,86,0,6,6767.806751,No
California,Suburban,Bachelor,M,Basic,Unemployed,Married,Offer1,SUV,Large,Personal L1,Personal Auto,Agent,1,83,0,960.115399,101,4,1,3123.080994,Yes
Oregon,Suburban,College,M,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Branch,8,86,82680,326.4,68,0,2,8184.691323,No
California,Suburban,High School or Below,M,Premium,Unemployed,Single,Offer2,Two-Door Car,Small,Corporate L3,Corporate Auto,Agent,30,86,0,799.2,111,0,3,7636.279594,No
Oregon,Suburban,College,M,Extended,Unemployed,Single,Offer3,SUV,Medsize,Personal L1,Personal Auto,Call Center,15,42,0,619.2,129,0,3,9227.567263,No
Oregon,Suburban,Bachelor,M,Basic,Unemployed,Married,Offer1,Two-Door Car,Medsize,Personal L3,Personal Auto,Branch,17,60,0,460.741097,69,0,2,7587.337272,No
Arizona,Suburban,College,M,Basic,Unemployed,Single,Offer1,Four-Door Car,Medsize,Special L2,Special Auto,Agent,9,16,0,439.2,61,1,1,2191.133237,No
Nevada,Rural,High School or Below,M,Basic,Employed,Single,Offer4,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Agent,2,93,86834,0.099007,64,0,8,5004.135361,No
Arizona,Rural,Bachelor,F,Extended,Employed,Divorced,Offer1,SUV,Medsize,Personal L2,Personal Auto,Call Center,15,85,46143,223.028356,122,0,1,4794.931261,No
California,Suburban,Doctor,M,Extended,Medical Leave,Divorced,Offer3,Luxury SUV,Medsize,Personal L1,Personal Auto,Agent,3,58,21275,1152,240,0,2,26730.06042,No
Arizona,Rural,High School or Below,M,Basic,Employed,Married,Offer2,SUV,Medsize,Personal L2,Personal Auto,Agent,9,4,47746,246.696768,106,0,1,4260.765808,No
California,Suburban,College,M,Premium,Employed,Married,Offer1,Sports Car,Medsize,Corporate L1,Corporate Auto,Branch,11,86,51675,940.8,196,0,5,15477.27854,No
